func_72801_o,getLightBrightness
func_72802_i,getLightBrightnessForSkyBlocks
func_72805_g,getBlockMetadata
func_72806_N,extendedLevelsInChunkCache
func_72807_a,getBiomeGenForCoords
func_72810_a,getSkyBlockTypeBrightness
func_72812_b,getSpecialBlockBrightness
func_72819_i,getWeightedThunderStrength
func_72820_D,getWorldTime
func_72823_a,setItemData
func_72824_f,getCloudColour
func_72825_h,getTopSolidOrLiquidBlock
func_72826_c,getCelestialAngle
func_72827_u,getProviderName
func_72828_b,unloadEntities
func_72829_c,checkBlockCollision
func_72830_b,isAABBInMaterial
func_72833_a,getSkyColor
func_72834_c,canBlockFreeze
func_72835_b,tick
func_72838_d,spawnEntityInWorld
func_72839_b,getEntitiesWithinAABBExcludingEntity
func_72841_b,getUniqueDataId
func_72842_a,getBlockDensity
func_72843_D,setRandomSeed
func_72844_a,getEntityPathToXYZ
func_72846_b,getClosestVulnerablePlayer
func_72847_b,onEntityRemoved
func_72848_b,removeWorldAccess
func_72849_a,getBlockLightValue_do
func_72850_v,isBlockFreezableNaturally
func_72853_d,getMoonPhase
func_72854_c,updateAllPlayersSleepingFlag
func_72855_b,checkNoEntityCollision
func_72856_b,getClosestVulnerablePlayerToEntity
func_72857_a,findNearestEntityWithinAABB
func_72860_G,getSaveHandler
func_72861_E,getSpawnPoint
func_72863_F,getChunkProvider
func_72864_z,isBlockIndirectlyGettingPowered
func_72865_a,getPathEntityToEntity
func_72866_a,updateEntityWithOptionalForce
func_72867_j,getRainStrength
func_72868_a,addLoadedEntities
func_72869_a,spawnParticle
func_72870_g,updateEntity
func_72872_a,getEntitiesWithinAABB
func_72873_a,doChunksNearChunkExist
func_72874_g,getPrecipitationHeight
func_72875_a,isMaterialInBB
func_72876_a,createExplosion
func_72877_b,setWorldTime
func_72878_l,getIndirectPowerLevelTo
func_72879_k,isBlockProvidingPowerTo
func_72880_h,getStarBrightness
func_72882_A,sendQuittingDisconnectingPacket
func_72883_k,getFullBlockLightValue
func_72884_u,isBlockFreezable
func_72885_a,newExplosion
func_72886_a,extinguishFire
func_72889_a,playAuxSFXAtEntity
func_72890_a,getClosestPlayerToEntity
func_72891_a,setAllowedSpawnTypes
func_72894_k,setRainStrength
func_72896_J,isRaining
func_72897_h,joinEntityInSurroundings
func_72899_e,blockExists
func_72900_e,removeEntity
func_72901_a,rayTraceBlocks
func_72903_x,setActivePlayerChunksAndCheckLight
func_72904_c,checkChunksExist
func_72905_C,getSeed
func_72906_B,checkSessionLock
func_72907_a,countEntities
func_72908_a,playSoundEffect
func_72910_y,getLoadedEntityList
func_72911_I,isThundering
func_72912_H,getWorldInfo
func_72914_a,addWorldInfoToCrashReport
func_72915_b,setLightValue
func_72916_c,chunkExists
func_72917_a,checkNoEntityCollision
func_72918_a,handleMaterialAcceleration
func_72919_O,getHorizon
func_72920_a,getPendingBlockUpdates
func_72921_c,setBlockMetadataWithNotify
func_72923_a,onEntityAdded
func_72924_a,getPlayerEntityByName
func_72925_a,getSkyBlockTypeBrightness
func_72926_e,playAuxSFX
func_72929_e,getCelestialAngleRadians
func_72933_a,rayTraceBlocks
func_72934_a,playRecord
func_72935_r,isDaytime
func_72937_j,canBlockSeeTheSky
func_72938_d,getChunkFromBlockCoords
func_72939_s,updateEntities
func_72940_L,getActualHeight
func_72942_c,addWeatherEffect
func_72943_a,loadItemData
func_72945_a,getCollidingBoundingBoxes
func_72947_a,calculateInitialWeather
func_72948_g,getFogColor
func_72950_A,setSpawnLocation
func_72951_B,isRainingAt
func_72953_d,isAnyLiquid
func_72954_a,addWorldAccess
func_72955_a,tickUpdates
func_72956_a,playSoundAtEntity
func_72957_l,getBlockLightValue
func_72958_C,isBlockHighHumidity
func_72959_q,getWorldChunkManager
func_72960_a,setEntityState
func_72962_a,canMineBlock
func_72963_a,initialize
func_72964_e,getChunkFromChunkCoords
func_72966_v,calculateInitialSkylight
func_72967_a,calculateSkylightSubtracted
func_72970_h,createChunkProvider
func_72971_b,getSunBrightness
func_72972_b,getSavedLightValue
func_72973_f,removePlayerEntityDangerously
func_72974_f,setSpawnLocation
func_72975_g,markBlocksDirtyVertical
func_72976_f,getHeightValue
func_72977_a,getClosestPlayer
func_72979_l,updateWeather
func_72980_b,playSound
func_72981_t,getDebugLoadedEntities
func_73022_a,removeAllEntities
func_73025_a,doPreChunk
func_73027_a,addEntityToWorld
func_73028_b,removeEntityFromWorld
func_73029_E,doVoidFogParticles
func_73031_a,invalidateBlockReceiveRegion
func_73039_n,getEntityTracker
func_73040_p,getPlayerManager
func_73041_k,flush
func_73042_a,saveLevel
func_73044_a,saveAllChunks
func_73045_a,getEntityByID
func_73047_i,createBonusChest
func_73051_P,resetRainAndThunder
func_73052_b,createSpawnPosition
func_73053_d,wakeAllPlayers
func_73054_j,getEntrancePortalLocation
func_73056_e,areAllPlayersAsleep
func_73057_a,spawnRandomCreature
func_73073_c,cancelDestroyingBlock
func_73074_a,onBlockClicked
func_73075_a,updateBlockRemoving
func_73076_a,setGameType
func_73077_b,initializeGameType
func_73078_a,activateBlockOrUseItem
func_73079_d,removeBlock
func_73080_a,setWorld
func_73081_b,getGameType
func_73082_a,blockRemoving
func_73083_d,isCreative
func_73084_b,tryHarvestBlock
func_73085_a,tryUseItem
func_73101_e,sendDemoReminder
func_73106_e,getPartialBlockDamage
func_73107_a,setPartialBlockDamage
func_73108_d,getPartialBlockZ
func_73109_c,getPartialBlockY
func_73110_b,getPartialBlockX
func_73117_b,updatePlayerEntity
func_73118_a,removeFromTrackedPlayers
func_73119_a,sendDestroyEntityPacketToTrackedPlayers
func_73121_d,isPlayerWatchingThisChunk
func_73122_a,updatePlayerList
func_73123_c,removeTrackedPlayerSymmetric
func_73125_b,updatePlayerEntities
func_73148_d,makeString
func_73149_a,chunkExists
func_73151_a,saveChunks
func_73152_e,getLoadedChunkCount
func_73153_a,populate
func_73154_d,provideChunk
func_73155_a,getPossibleCreatures
func_73156_b,unloadQueuedChunks
func_73157_c,canSave
func_73158_c,loadChunk
func_73164_a,initializeNoiseField
func_73187_a,initializeNoiseField
func_73234_b,unloadChunk
func_73239_e,loadChunkFromFile
func_73240_a,unloadAllChunks
func_73241_b,dropChunk
func_73242_b,saveChunkData
func_73243_a,saveChunkExtraData
func_73252_b,removePlayer
func_73254_a,onUpdate
func_73255_a,addPlayer
func_73660_a,update
func_73665_c,getPropertiesFile
func_73666_a,generateNewProperties
func_73667_a,setProperty
func_73668_b,saveProperties
func_73669_a,getIntProperty
func_73670_a,getBooleanProperty
func_73671_a,getStringProperty
func_73680_d,getBanEndDate
func_73682_e,hasBanExpired
func_73686_f,getBanReason
func_73718_a,setLoadingProgress
func_73719_c,displayLoadingString
func_73720_a,displaySavingString
func_73721_b,resetProgressAndMessage
func_73728_b,drawVerticalLine
func_73729_b,drawTexturedModalRect
func_73730_a,drawHorizontalLine
func_73731_b,drawString
func_73732_a,drawCenteredString
func_73733_a,drawGradientRect
func_73734_a,drawRect
func_73828_d,renderBossHealth
func_73829_a,renderVignette
func_73830_a,renderGameOverlay
func_73831_a,updateTick
func_73832_a,renderInventorySlot
func_73833_a,setRecordPlayingMessage
func_73834_c,getUpdateCounter
func_73836_a,renderPumpkinBlur
func_73863_a,drawScreen
func_73864_a,mouseClicked
func_73866_w_,initGui
func_73868_f,doesGuiPauseGame
func_73869_a,keyTyped
func_73876_c,updateScreen
func_73878_a,confirmClicked
func_73968_a,rotateAndBlurSkybox
func_73969_a,addSingleplayerMultiplayerButtons
func_73970_b,drawPanorama
func_73971_c,renderSkybox
func_73972_b,addDemoButtons
func_74275_a,updateTimer
func_74290_a,getTimestampedPNGFileForDirectory
func_74296_a,getOptionFloatValue
func_74297_c,getKeyBinding
func_74298_c,getKeyDisplayString
func_74299_a,getTranslation
func_74300_a,loadOptions
func_74303_b,saveOptions
func_74304_a,setOptionFloatValue
func_74305_a,parseFloat
func_74306_a,setOptionValue
func_74308_b,getOptionOrdinalValue
func_74309_c,shouldRenderClouds
func_74371_a,checkARBOcclusion
func_74372_a,grabMouseCursor
func_74373_b,ungrabMouseCursor
func_74374_c,mouseXYChange
func_74378_d,getEnumString
func_74379_a,getEnumOptions
func_74380_a,getEnumFloat
func_74381_c,returnEnumOrdinal
func_74382_b,getEnumBoolean
func_74428_b,processReceivedPackets
func_74430_c,getRemoteAddress
func_74505_d,unpressKey
func_74506_a,unPressAllKeys
func_74507_a,onTick
func_74508_b,resetKeyBindingArrayAndHash
func_74510_a,setKeyBindState
func_74517_a,setColorBuffer
func_74518_a,disableStandardItemLighting
func_74519_b,enableStandardItemLighting
func_74520_c,enableGUIStandardItemLighting
func_74521_a,setColorBuffer
func_74523_b,deleteDisplayLists
func_74524_c,createDirectByteBuffer
func_74525_a,deleteTexturesAndDisplayLists
func_74526_a,generateDisplayLists
func_74527_f,createDirectIntBuffer
func_74529_h,createDirectFloatBuffer
func_74535_a,formatString
func_74539_c,getChatLineID
func_74540_b,getUpdatedCounter
func_74583_a,updateRenderInfo
func_74585_b,projectViewFromEntity
func_74732_a,getId
func_74734_a,write
func_74737_b,copy
func_74742_a,appendTag
func_74744_a,removeTag
func_74745_c,tagCount
func_74757_a,setBoolean
func_74759_k,getIntArray
func_74760_g,getFloat
func_74762_e,getInteger
func_74763_f,getLong
func_74764_b,hasKey
func_74765_d,getShort
func_74767_n,getBoolean
func_74768_a,setInteger
func_74769_h,getDouble
func_74770_j,getByteArray
func_74771_c,getByte
func_74772_a,setLong
func_74773_a,setByteArray
func_74774_a,setByte
func_74775_l,getCompoundTag
func_74776_a,setFloat
func_74777_a,setShort
func_74778_a,setString
func_74779_i,getString
func_74780_a,setDouble
func_74781_a,getTag
func_74782_a,setTag
func_74783_a,setIntArray
func_74793_a,safeWrite
func_74794_a,read
func_74795_b,write
func_74796_a,readCompressed
func_74797_a,read
func_74798_a,compress
func_74799_a,writeCompressed
func_74800_a,write
func_74803_a,translateKeyFormat
func_74805_b,translateKey
func_74808_a,getInstance
func_74837_a,translateToLocalFormatted
func_74838_a,translateToLocal
func_74844_a,getErrorOjbects
func_74860_a,isLiquidInStructureBoundingBox
func_74861_a,buildComponent
func_74862_a,getYWithOffset
func_74865_a,getXWithOffset
func_74869_a,generateStructureDispenserContents
func_74871_b,clearCurrentPositionBlocksUpwards
func_74873_b,getZWithOffset
func_74874_b,getBoundingBox
func_74875_a,addComponentParts
func_74877_c,getComponentType
func_74878_a,fillWithAir
func_74879_a,generateStructureChestContents
func_74881_a,placeDoorAtCurrentPosition
func_74882_a,fillWithRandomizedBlocks
func_74883_a,findIntersecting
func_74888_b,getVillagerType
func_74889_b,getAverageGroundLevel
func_74891_a,getNextComponentNN
func_74893_a,spawnVillagers
func_74894_b,getNextComponentPP
func_74895_a,canVillageGoDeeper
func_74925_d,getWorldChunkManager
func_74950_a,findValidPlacement
func_74951_a,findValidPlacement
func_74954_a,findValidPlacement
func_74959_a,getNextComponent
func_74960_a,getTotalWeight
func_74961_b,getNextComponentX
func_74962_a,getNextComponent
func_74963_a,getNextComponentNormal
func_74964_a,isAboveGround
func_74965_c,getNextComponentZ
func_74966_a,createValidComponent
func_74973_a,createValidComponent
func_74974_a,createValidComponent
func_74975_a,createValidComponent
func_74977_a,createValidComponent
func_74978_a,createValidComponent
func_74979_a,createValidComponent
func_74980_a,createValidComponent
func_74981_a,createValidComponent
func_74982_a,createValidComponent
func_74983_a,createValidComponent
func_74984_a,createValidComponent
func_74985_a,createValidComponent
func_74986_a,getNextComponentNormal
func_74987_c,getNextComponentZ
func_74988_a,getRandomDoor
func_74989_b,getNextComponentX
func_74990_a,placeDoor
func_74991_a,canStrongholdGoDeeper
func_74994_a,findValidPlacement
func_75000_a,findValidPlacement
func_75004_a,findValidPlacement
func_75006_a,findValidPlacement
func_75010_a,findValidPlacement
func_75012_a,findValidPlacement
func_75016_a,findValidPlacement
func_75018_a,findValidPlacement
func_75022_a,getStrongholdStairsComponent
func_75028_a,findValidPlacement
func_75047_a,canSpawnStructureAtCoords
func_75048_a,hasStructureAt
func_75049_b,getStructureStart
func_75051_a,generateStructuresInChunk
func_75052_o_,getCoordList
func_75059_a,getSpawnList
func_75062_a,selectBlocks
func_75064_b,getSelectedBlockMetaData
func_75067_a,markAvailableHeight
func_75068_a,generateStructure
func_75069_d,isSizeableStructure
func_75070_a,setRandomHeight
func_75071_a,getBoundingBox
func_75072_c,updateBoundingBox
func_75073_b,getComponents
func_75077_d,getNextVillageStructureComponent
func_75080_e,getNextComponentVillagePath
func_75081_c,getNextVillageComponent
func_75084_a,getStructureVillageWeightedPieceList
func_75085_a,canSpawnMoreVillagePiecesOfType
func_75086_a,canSpawnMoreVillagePieces
func_75091_a,writeCapabilitiesToNBT
func_75092_a,setFlySpeed
func_75093_a,getFlySpeed
func_75094_b,getWalkSpeed
func_75095_b,readCapabilitiesFromNBT
func_75112_a,readNBT
func_75113_a,addExhaustion
func_75114_a,setFoodLevel
func_75115_e,getSaturationLevel
func_75116_a,getFoodLevel
func_75117_b,writeNBT
func_75118_a,onUpdate
func_75119_b,setFoodSaturationLevel
func_75120_b,getPrevFoodLevel
func_75121_c,needFood
func_75122_a,addStats
func_75128_a,setCanCraft
func_75129_b,getCanCraft
func_75130_a,onCraftMatrixChanged
func_75131_a,putStacksInSlots
func_75132_a,onCraftGuiOpened
func_75133_b,retrySlotClick
func_75134_a,onContainerClosed
func_75135_a,mergeItemStack
func_75136_a,getNextTransactionID
func_75137_b,updateProgressBar
func_75138_a,getInventory
func_75139_a,getSlot
func_75140_a,enchantItem
func_75141_a,putStackInSlot
func_75142_b,detectAndSendChanges
func_75144_a,slotClick
func_75145_c,canInteractWith
func_75146_a,addSlotToContainer
func_75147_a,getSlotFromInventory
func_75174_d,getMerchantInventory
func_75175_c,setCurrentRecipeIndex
func_75189_a,canSpawnMoreStructuresOfType
func_75190_a,canSpawnMoreStructures
func_75196_c,getNextValidComponent
func_75198_a,prepareStructurePieces
func_75200_a,getStrongholdComponentFromWeightedPiece
func_75201_b,getNextComponent
func_75202_c,canAddStructurePieces
func_75208_c,onCrafting
func_75209_a,decrStackSize
func_75210_a,onCrafting
func_75211_c,getStack
func_75212_b,getBackgroundIconIndex
func_75214_a,isItemValid
func_75215_d,putStack
func_75216_d,getHasStack
func_75217_a,isHere
func_75218_e,onSlotChanged
func_75219_a,getSlotStackLimit
func_75220_a,onSlotChange
func_75230_a,doTrade
func_75243_a_,canHoldPotion
func_75246_d,updateTask
func_75247_h,getMutexBits
func_75248_a,setMutexBits
func_75249_e,startExecuting
func_75250_a,shouldExecute
func_75251_c,resetTask
func_75252_g,isInterruptible
func_75253_b,continueExecuting
func_75270_a,setSitting
func_75277_f,isRunning
func_75295_a,canEasilyReach
func_75296_a,isSuitableTarget
func_75366_f,findPossibleShelter
func_75382_a,hasPlayerGotBoneInHand
func_75388_i,spawnBaby
func_75389_f,getNearbyMate
func_75446_f,checkSufficientDoorsPresentForNewVillager
func_75447_i,giveBirth
func_75461_b,findRandomTargetBlockAwayFrom
func_75462_c,findRandomTargetBlock
func_75463_a,findRandomTarget
func_75464_a,findRandomTargetBlockTowards
func_75466_d,resetDoorOpeningRestrictionCounter
func_75467_a,isInside
func_75468_f,getDoorOpeningRestrictionCounter
func_75469_c,getInsideDistanceSquare
func_75470_e,incrementDoorOpeningRestrictionCounter
func_75471_a,getInsidePosX
func_75472_c,getInsidePosZ
func_75473_b,getInsidePosY
func_75474_b,getDistanceSquared
func_75483_a,isSafeToStandAt
func_75484_a,setPath
func_75485_k,canNavigate
func_75486_a,getAvoidsWater
func_75487_m,removeSunnyPath
func_75488_a,getPathToXYZ
func_75489_a,setSpeed
func_75490_c,setEnterDoors
func_75491_a,setAvoidsWater
func_75492_a,tryMoveToXYZ
func_75493_a,isDirectPathBetweenPoints
func_75494_a,getPathToEntityLiving
func_75495_e,setCanSwim
func_75496_b,isPositionClear
func_75497_a,tryMoveToEntityLiving
func_75498_b,setBreakDoors
func_75499_g,clearPathEntity
func_75500_f,noPath
func_75501_e,onUpdateNavigation
func_75502_i,getEntityPosition
func_75503_j,getPathableYPos
func_75504_d,setAvoidSun
func_75505_d,getPath
func_75506_l,isInLiquid
func_75507_c,getCanBreakDoors
func_75508_h,pathFollow
func_75522_a,canSee
func_75523_a,clearSensingCache
func_75528_a,tick
func_75530_c,spawnZombie
func_75540_b,getVillageList
func_75541_e,isWoodenDoorAt
func_75542_c,addDoorToNewListIfAppropriate
func_75543_d,dropOldestVillagerPosition
func_75544_a,tick
func_75545_e,addNewDoorsToVillageOrCreateVillage
func_75546_a,addUnassignedWoodenDoorsAroundToNewDoorsList
func_75547_b,getVillageDoorAt
func_75548_d,isVillagerPositionPresent
func_75549_c,removeAnnihilatedVillages
func_75550_a,findNearestVillage
func_75551_a,addVillagerPosition
func_75557_k,removeDeadAndOutOfRangeDoors
func_75558_f,getVillageDoorInfoList
func_75559_a,tryGetIronGolemSpawningLocation
func_75560_a,tick
func_75561_d,getTicksSinceLastDoorAdding
func_75562_e,getNumVillagers
func_75563_b,isValidIronGolemSpawningLocation
func_75564_b,findNearestDoor
func_75565_j,removeDeadAndOldAgressors
func_75566_g,isAnnihilated
func_75567_c,getNumVillageDoors
func_75568_b,getVillageRadius
func_75569_c,findNearestDoorUnrestricted
func_75570_a,isInRange
func_75571_b,findNearestVillageAggressor
func_75572_i,updateNumVillagers
func_75573_l,updateVillageRadiusAndCenter
func_75574_f,isBlockDoor
func_75575_a,addOrRenewAgressor
func_75576_a,addVillageDoorInfo
func_75577_a,getCenter
func_75578_e,getVillageDoorAt
func_75579_h,updateNumIronGolems
func_75598_a,getCreatureClass
func_75599_d,getPeacefulCreature
func_75600_c,getCreatureMaterial
func_75601_b,getMaxNumberOfCreature
func_75614_a,addMapping
func_75615_a,createEntityFromNBT
func_75616_a,createEntityByID
func_75617_a,getStringFromID
func_75618_a,addMapping
func_75619_a,getEntityID
func_75620_a,createEntityByName
func_75621_b,getEntityString
func_75630_a,multiplyBy32AndRound
func_75638_b,getSpeed
func_75639_a,limitAngle
func_75640_a,isUpdating
func_75641_c,onUpdateMoveHelper
func_75642_a,setMoveTo
func_75649_a,onUpdateLook
func_75650_a,setLookPosition
func_75651_a,setLookPositionWithEntity
func_75652_a,updateRotation
func_75660_a,setJumping
func_75661_b,doJump
func_75664_a,updateRenderAngles
func_75665_a,computeAngleWithBound
func_75669_b,getObject
func_75670_d,isWatched
func_75671_a,setWatched
func_75672_a,getDataValueId
func_75673_a,setObject
func_75674_c,getObjectType
func_75679_c,getWatchableObjectInt
func_75681_e,getWatchableObjectString
func_75682_a,addObject
func_75683_a,getWatchableObjectByte
func_75684_a,hasObjectChanged
func_75685_c,getAllWatched
func_75687_a,updateWatchedObjectsFromList
func_75688_b,getChanged
func_75691_i,getWatchedObject
func_75692_b,updateObject
func_75693_b,getWatchableObjectShort
func_75734_a,waitForFinish
func_75735_a,queueIO
func_75736_b,processQueue
func_75742_a,loadData
func_75743_a,getUniqueDataId
func_75744_a,saveAllData
func_75745_a,setData
func_75746_b,loadIdCounts
func_75747_a,saveData
func_75752_b,readPlayerData
func_75753_a,writePlayerData
func_75754_f,getAvailablePlayerDat
func_75755_a,saveWorldInfoWithPlayer
func_75756_e,getPlayerNBTManager
func_75757_d,loadWorldInfo
func_75758_b,getMapFileFromName
func_75759_a,flush
func_75760_g,getWorldDirectoryName
func_75761_a,saveWorldInfo
func_75762_c,checkSessionLock
func_75763_a,getChunkLoader
func_75765_b,getWorldDirectory
func_75766_h,setSessionLock
func_75773_a,canContinue
func_75774_a,onUpdateTasks
func_75775_b,canUse
func_75776_a,addTask
func_75777_a,areTasksCompatible
func_75783_h,getCheatsEnabled
func_75784_e,getLastTimePlayed
func_75785_d,requiresConversion
func_75786_a,getFileName
func_75788_b,getDisplayName
func_75789_g,isHardcoreModeEnabled
func_75790_f,getEnumGameType
func_75799_b,getSaveList
func_75800_d,flushCache
func_75801_b,isOldMapFormat
func_75802_e,deleteWorldDirectory
func_75803_c,getWorldInfo
func_75804_a,getSaveLoader
func_75805_a,convertMapFormat
func_75806_a,renameWorld
func_75807_a,deleteFiles
func_75809_f,createFile
func_75810_a,addRegionFilesToCollection
func_75811_a,convertChunks
func_75812_c,getSaveVersion
func_75813_a,convertFile
func_75814_c,writeNextIO
func_75815_a,loadChunk
func_75816_a,saveChunk
func_75817_a,chunkTick
func_75818_b,saveExtraData
func_75819_b,saveExtraChunkData
func_75820_a,writeChunkToNBT
func_75821_a,writeChunkNBTTags
func_75822_a,checkedReadChunkFromNBT
func_75823_a,readChunkFromNBT
func_75824_a,addChunkToPending
func_75829_a,distanceTo
func_75830_a,makeHash
func_75831_a,isAssigned
func_75832_b,distanceToSquared
func_75843_a,format
func_75844_c,dequeue
func_75845_e,isPathEmpty
func_75846_b,sortForward
func_75847_a,sortBack
func_75848_a,clearPath
func_75849_a,addPoint
func_75850_a,changeDistance
func_75853_a,createEntityPath
func_75854_a,openPoint
func_75855_a,canEntityStandAt
func_75856_a,createEntityPathTo
func_75857_a,createEntityPathTo
func_75858_a,getSafePoint
func_75859_a,createEntityPathTo
func_75860_b,findPathOptions
func_75861_a,addToPath
func_75870_c,getFinalPathPoint
func_75871_b,setCurrentPathLength
func_75872_c,setCurrentPathIndex
func_75873_e,getCurrentPathIndex
func_75874_d,getCurrentPathLength
func_75875_a,incrementPathIndex
func_75876_a,isSamePath
func_75877_a,getPathPointFromIndex
func_75878_a,getPosition
func_75879_b,isFinished
func_75880_b,isDestinationSame
func_75881_a,getVectorFromIndex
func_75885_a,cipherOperation
func_75886_a,createTheCipherInstance
func_75887_a,decryptSharedKey
func_75889_b,decryptData
func_75890_a,createNewSharedKey
func_75891_b,generateKeyPair
func_75893_a,digestOperation
func_75894_a,encryptData
func_75895_a,getServerIdHash
func_75896_a,decodePublicKey
func_75901_a,initializeAllBiomeGenerators
func_75902_a,nextInt
func_75903_a,initChunkSeed
func_75904_a,getInts
func_75905_a,initWorldGenSeed
func_75915_a,magnify
func_75918_d,initCraftableStats
func_75924_a,replaceAllSimilarBlocks
func_75925_c,initStats
func_75966_h,initIndependentStat
func_75967_d,isAchievement
func_75971_g,registerStat
func_75984_f,getSpecial
func_75987_b,setSpecial
func_75988_a,setStatStringFormatter
func_75989_e,getDescription
func_75997_a,init
func_76030_b,getValue
func_76031_a,getHash
func_76036_e,removeEntry
func_76037_b,containsItem
func_76038_a,addKey
func_76040_a,insert
func_76041_a,lookup
func_76043_a,getSlotIndex
func_76044_g,computeHash
func_76045_c,lookupEntry
func_76046_c,clearMap
func_76047_h,grow
func_76048_a,copyTo
func_76049_d,removeObject
func_76056_b,setSpawnY
func_76057_l,getLastTimePlayed
func_76058_a,setSpawnX
func_76059_o,isRaining
func_76060_a,setGameType
func_76061_m,isThundering
func_76062_a,setWorldName
func_76063_b,getSeed
func_76064_a,updateTagCompound
func_76065_j,getWorldName
func_76066_a,getNBTTagCompound
func_76067_t,getTerrainType
func_76068_b,setWorldTime
func_76069_a,setThundering
func_76070_v,isInitialized
func_76071_n,getThunderTime
func_76072_h,getPlayerNBTTagCompound
func_76073_f,getWorldTime
func_76074_e,getSpawnZ
func_76075_d,getSpawnY
func_76076_i,getDimension
func_76077_q,getGameType
func_76078_e,setSaveVersion
func_76079_c,getSpawnX
func_76080_g,setRainTime
func_76081_a,setSpawnPosition
func_76082_a,cloneNBTCompound
func_76083_p,getRainTime
func_76084_b,setRaining
func_76085_a,setTerrainType
func_76086_u,areCommandsAllowed
func_76087_c,setSpawnZ
func_76088_k,getSaveVersion
func_76089_r,isMapFeaturesEnabled
func_76090_f,setThunderTime
func_76091_d,setServerInitialized
func_76092_g,getSizeOnDisk
func_76093_s,isHardcoreModeEnabled
func_76123_f,ceiling_float_int
func_76124_d,floor_double_long
func_76125_a,clamp_int
func_76126_a,sin
func_76127_a,average
func_76128_c,floor_double
func_76129_c,sqrt_float
func_76130_a,abs_int
func_76131_a,clamp_float
func_76132_a,abs_max
func_76133_a,sqrt_double
func_76134_b,cos
func_76135_e,abs
func_76136_a,getRandomIntegerInRange
func_76137_a,bucketInt
func_76138_g,wrapAngleTo180_double
func_76139_a,stringNullOrLengthZero
func_76140_b,truncateDoubleToInt
func_76141_d,floor_float
func_76142_g,wrapAngleTo180_float
func_76143_f,ceiling_double_int
func_76145_b,getValue
func_76146_a,getKey
func_76152_e,removeKey
func_76153_b,resizeTable
func_76154_a,copyHashTableTo
func_76155_g,getHashedKey
func_76156_a,createKey
func_76157_a,hash
func_76158_a,getHashIndex
func_76159_d,remove
func_76160_c,getEntry
func_76161_b,containsItem
func_76162_a,getNumHashElements
func_76163_a,add
func_76164_a,getValueByKey
func_76179_a,buildPostString
func_76181_a,getSuitableLanPort
func_76184_a,readFromNBT
func_76185_a,markDirty
func_76186_a,setDirty
func_76187_b,writeToNBT
func_76188_b,isDirty
func_76191_a,updateVisiblePlayers
func_76192_a,updateMPMapData
func_76193_a,getUpdatePacketData
func_76194_a,setColumnDirty
func_76204_a,getPlayersOnMap
func_76217_h,getCanBurn
func_76218_k,isOpaque
func_76219_n,setNoPushMobility
func_76220_a,isSolid
func_76221_f,setRequiresTool
func_76222_j,isReplaceable
func_76223_p,setTranslucent
func_76224_d,isLiquid
func_76225_o,setImmovableMobility
func_76226_g,setBurning
func_76227_m,getMaterialMobility
func_76228_b,blocksLight
func_76229_l,isToolNotRequired
func_76230_c,blocksMovement
func_76231_i,setReplaceable
func_76269_a,getRandomItem
func_76270_a,getTotalWeight
func_76271_a,getRandomItem
func_76272_a,getTotalWeight
func_76273_a,getRandomItem
func_76274_a,getRandomItem
func_76293_a,generateChestContents
func_76304_a,generateNoiseOctaves
func_76305_a,generateNoiseOctaves
func_76308_a,populateNoiseArray
func_76310_a,grad
func_76311_b,lerp
func_76316_a,onInventoryChanged
func_76317_a,clearProfiling
func_76318_c,endStartSection
func_76319_b,endSection
func_76320_a,startSection
func_76321_b,getProfilingData
func_76322_c,getNameOfLastSection
func_76333_a,smooth
func_76337_a,ticksToElapsedTime
func_76338_a,stripControlCodes
func_76340_b,getSecond
func_76341_a,getFirst
func_76345_d,getHungerDamage
func_76346_g,getEntity
func_76347_k,isFireDamage
func_76348_h,setDamageBypassesArmor
func_76349_b,setProjectile
func_76350_n,isDifficultyScaled
func_76351_m,setDifficultyScaled
func_76352_a,isProjectile
func_76353_a,causeArrowDamage
func_76354_b,causeIndirectMagicDamage
func_76355_l,getDamageType
func_76356_a,causeThrownDamage
func_76357_e,canHarmInCreative
func_76358_a,causeMobDamage
func_76359_i,setDamageAllowedInCreativeMode
func_76361_j,setFireDamage
func_76362_a,causeFireballDamage
func_76363_c,isUnblockable
func_76364_f,getSourceOfDamage
func_76365_a,causePlayerDamage
func_76388_g,getEffectiveness
func_76389_a,getDurationString
func_76390_b,setPotionName
func_76392_e,getStatusIconIndex
func_76393_a,getName
func_76394_a,performEffect
func_76395_i,isUsable
func_76396_c,getId
func_76397_a,isReady
func_76398_f,isBadEffect
func_76399_b,setIconIndex
func_76400_d,hasStatusIcon
func_76401_j,getLiquidColor
func_76402_a,affectEntity
func_76403_b,isInstant
func_76404_a,setEffectiveness
func_76445_a,getIntCache
func_76446_a,resetIntCache
func_76452_a,combine
func_76453_d,getEffectName
func_76454_e,deincrementDuration
func_76455_a,onUpdate
func_76456_a,getPotionID
func_76457_b,performEffect
func_76458_c,getAmplifier
func_76459_b,getDuration
func_76463_a,startSnooper
func_76465_c,getCurrentStats
func_76467_g,addJvmArgsToSnooper
func_76468_d,isSnooperRunning
func_76470_e,stopSnooper
func_76471_b,addMemoryStatsToSnooper
func_76484_a,generate
func_76487_a,setScale
func_76489_a,generateLeafNodeList
func_76490_a,layerSize
func_76491_a,generateLeafNode
